Month,GSCPI
2018-07,0.4410699053001991
2018-08,0.5256190112134366
2018-09,0.46491204379526374
2018-10,0.5282675755716932
2018-11,0.45436868140703707
2018-12,0.46137178297834314
2019-01,0.5134921535369111
2019-02,0.14293519327039697
2019-03,0.21290441198430024
2019-04,0.013767561464390787
2019-05,-0.6233868236070488
2019-06,-0.47404503414701377
2019-07,-0.45547791717228536
2019-08,-0.29262739401777016
2019-09,0.12583299773669981
2019-10,0.08380318888225925
2019-11,0.14210760554335486
2019-12,0.03642046324020268
2020-01,0.053458217541554456
2020-02,1.2853829691241427
2020-03,2.6574602824660247
2020-04,3.3745474475362416
2020-05,2.5655355793873724
2020-06,2.2548557705421537
2020-07,2.9570171390553996
2020-08,1.4706110224542075
2020-09,0.6155460858322765
2020-10,0.10192458448206186
2020-11,0.7671882937596163
2020-12,1.7043838753260958
2021-01,1.3553748539294326
2021-02,1.981764952381174
2021-03,2.310850183939823
2021-04,2.7979406483605382
2021-05,3.0807113599213434
2021-06,2.80694496207541
2021-07,2.985496949126033
2021-08,3.3679891476152863
2021-09,3.4343977093581426
2021-10,3.980671743872993
2021-11,4.391446467961164
2021-12,4.469366382428457
2022-01,3.756490607200721
2022-02,2.836442313587759
2022-03,2.8848158398052615
2022-04,3.5781470235923547
2022-05,2.788139464603503
2022-06,2.455172202523147
2022-07,1.8611968484634294
2022-08,1.5417025507816857
2022-09,1.046602607573227
2022-10,1.1490251900627426
2022-11,1.2785412009790538
2022-12,1.340538622063612
2023-01,1.0817872109949913
2023-02,-0.22467584376963035
2023-03,-1.167684013034566
2023-04,-1.3092244472886132
2023-05,-1.5846057883553717
2023-06,-1.1114696919561469
2023-07,-0.9432739248144683
2023-08,-1.0760872452166104
2023-09,-0.6573187813834965
2023-10,-0.3799114111561812
2023-11,0.162066763386877
2023-12,-0.16603067733632892
2024-01,-0.3502112341004736
2024-02,-0.19415976579071947
2024-03,-0.3602781406676119
2024-04,-0.9609012727613084
2024-05,-0.5880253684741786
2024-06,-0.3525087655651186
2024-07,-0.04814210500640634
2024-08,0.2044845092463719
2024-09,0.10266914598881233
2024-10,-0.3534708205611046
2024-11,-0.2898820108846027
2024-12,-0.26985065357261595
2025-01,-0.18810636651202703
2025-02,-0.0071884316155049425
2025-03,-0.1852649110455139
2025-04,-0.24922929029523652
2025-05,0.2750474535483146
2025-06,0.08601531210013097
2025-07,0.02330675909896861
2025-08,-0.08598056018594735
2025-09,-0.023213765213991686
2025-10,-0.07998330606176761
2025-11,-0.15385844109971475
2025-12,0.5527629340487368
2026-01,0.43919639936339927
2026-02,0.5451288589595198
2026-03,0.6791435695236223
2026-04,1.82286722043167
